"","enrolID","startaar","startsn","Uddannelse","startramme","Ramme_kode","startstudordna","Studieordningskode","startfak","slutramme","slutsn","slutfak","NU","Norm tid","Norm+1 aar","statussn","udmeldsn","fradatosn","slutdatosn","stype","yearOfEnrolment","EndSemester","SPV","1_T_atnBy","1_T_atpIn","1_NT_atnBy","1_NT_atpIn","1_El_atnBy","1_El_atpIn","1_Pr_atnBy","1_Pr_atpIn","2_T_atnBy","2_T_atpIn","2_NT_atnBy","2_NT_atpIn","2_El_atnBy","2_El_atpIn","2_Pr_atnBy","2_Pr_atpIn","3_T_atnBy","3_T_atpIn","3_NT_atnBy","3_NT_atpIn","3_El_atnBy","3_El_atpIn","3_Pr_atnBy","3_Pr_atpIn","4_T_atnBy","4_T_atpIn","4_NT_atnBy","4_NT_atpIn","4_El_atnBy","4_El_atpIn","4_Pr_atnBy","4_Pr_atpIn","5_T_atnBy","5_T_atpIn","5_NT_atnBy","5_NT_atpIn","5_El_atnBy","5_El_atpIn","5_Pr_atnBy","5_Pr_atpIn","6_T_atnBy","6_T_atpIn","6_NT_atnBy","6_NT_atpIn","6_El_atnBy","6_El_atpIn","6_Pr_atnBy","6_Pr_atpIn","7_T_atnBy","7_T_atpIn","7_NT_atnBy","7_NT_atpIn","7_El_atnBy","7_El_atpIn","7_Pr_atnBy","7_Pr_atpIn","8_T_atnBy","8_T_atpIn","8_NT_atnBy","8_NT_atpIn","8_El_atnBy","8_El_atpIn","8_Pr_atnBy","8_Pr_atpIn","9_T_atnBy","9_T_atpIn","9_NT_atnBy","9_NT_atpIn","9_El_atnBy","9_El_atpIn","9_Pr_atnBy","9_Pr_atpIn","10_T_atnBy","10_T_atpIn","10_NT_atnBy","10_NT_atpIn","10_El_atnBy","10_El_atpIn","10_Pr_atnBy","10_Pr_atpIn","1_El_nom","1_NT_nom","1_Pr_nom","1_T_nom","2_El_nom","2_NT_nom","2_Pr_nom","2_T_nom","3_El_nom","3_NT_nom","3_Pr_nom","3_T_nom","4_El_nom","4_NT_nom","4_Pr_nom","4_T_nom","5_El_nom","5_NT_nom","5_Pr_nom","5_T_nom","6_El_nom","6_NT_nom","6_Pr_nom","6_T_nom","1_El_mGPA","1_NT_mGPA","1_Pr_mGPA","1_T_mGPA","2_El_mGPA","2_NT_mGPA","2_Pr_mGPA","2_T_mGPA","3_El_mGPA","3_NT_mGPA","3_Pr_mGPA","3_T_mGPA","4_El_mGPA","4_NT_mGPA","4_Pr_mGPA","4_T_mGPA","5_El_mGPA","5_NT_mGPA","5_Pr_mGPA","5_T_mGPA","6_El_mGPA","6_NT_mGPA","6_Pr_mGPA","6_T_mGPA","7_El_mGPA","7_NT_mGPA","7_Pr_mGPA","7_T_mGPA","8_El_mGPA","8_NT_mGPA","8_Pr_mGPA","8_T_mGPA","9_El_mGPA","9_NT_mGPA","9_Pr_mGPA","9_T_mGPA","10_El_mGPA","10_NT_mGPA","10_Pr_mGPA","10_T_mGPA","priop","UDD_KODE","kvotient","kvote","land","Campus","MAT_Niveau","MATGrade","ENG_Niveau","ENGGrade","DAN_Niveau","DANGrade"
"1087",2075,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2013-09-01,NA,"bachelor",2013,NA,"BSc2010",0,0,5,10,0,0,15,15,10,15,10,10,0,0,15,0,15,5,20,15,0,0,15,0,20,20,25,10,0,0,25,10,20,5,25,0,0,0,40,15,30,20,35,15,0,0,55,15,30,0,40,5,0,0,55,0,30,5,40,0,0,0,55,0,30,0,40,0,0,0,55,0,30,0,40,0,0,0,55,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,2,0,NA,3.5,2,3.5,NA,3.5,2,4.2,NA,3.5,2,1.625,NA,3.5,3.66666666666667,1.44444444444444,NA,0.833333333333333,3.25,0.866666666666667,NA,1,3.25,0.866666666666667,NA,1,3.25,0.8125,NA,1,3.25,0.8125,NA,1,3.25,0.8125,"1.prio",25315,8.8,1,"Litauen","Kbh.","B",2,"B",2,NA,NA
"1088",1890,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2013-09-01,2014-03-14,"bachelor",2013,3,"BSc2010",0,0,5,10,0,0,5,15,0,5,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,-5,-5,0,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,"1.prio",25315,4.4,1,"Danmark","Kbh.","B",2,"A",8.5,"A",3
"1089",2146,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2013-09-01,2016-07-01,"bachelor",2013,8,"BSc2010",0,0,10,10,0,0,15,15,15,15,15,5,0,0,15,0,20,5,25,10,0,0,25,10,35,15,30,5,0,0,40,15,35,0,35,5,0,0,55,15,45,10,45,10,0,0,75,20,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,7,7,0,NA,7,7,6.33333333333333,NA,8.5,5.5,7.25,NA,8.5,7,5.5,NA,9,7.75,5.5,NA,9,8.6,5.875,NA,9,8.6,5.875,NA,9,8.6,5.875,NA,9,8.6,5.875,NA,9,8.6,5.875,"1.prio",25315,5.2,1,"Danmark","Kbh.","A",6,"B",4,"A",4.25
"1090",2222,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","Bacheloruddannelse (BA) Oplevelsesteknologi","Art and Technology","HUM","4.Frafald, nyt FAK","Norm Afb (nyt FAK)","Norm+ Afb (nyt FAK)","afbrudt","Afbrudt af institutionen",2013-09-01,2014-08-31,"bachelor",2013,4,"BSc2010",0,0,10,10,0,0,15,15,10,15,15,5,0,0,15,0,10,0,15,0,0,0,15,0,10,0,15,0,0,0,15,0,10,0,15,0,0,0,15,0,10,0,15,0,0,0,15,0,10,0,15,0,0,0,15,0,10,0,15,0,0,0,15,0,10,0,15,0,0,0,15,0,10,0,15,0,0,0,15,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,7,4,0,NA,7,4,1.33333333333333,NA,7,4,1.33333333333333,NA,7,4,1.33333333333333,NA,7,4,1.33333333333333,NA,7,4,1.33333333333333,NA,7,4,1.33333333333333,NA,7,4,1.33333333333333,NA,7,4,1.33333333333333,NA,7,4,1.33333333333333,"1.prio",25315,6.4,1,"Danmark","Kbh.","A",4.5,"A",7,"A",5
"1091",1884,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2013-09-01,2014-02-25,"bachelor",2013,3,"BSc2010",0,0,5,10,0,0,5,5,0,5,5,0,0,0,15,10,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,NA,0,NA,0,10,-3,NA,0,10,-3,NA,0,10,-3,NA,0,10,-3,NA,0,10,-3,NA,0,10,-3,NA,0,10,-3,NA,0,10,-3,NA,0,10,-3,"1.prio",25315,5.2,1,"Danmark","Kbh.","B",2,"A",5,"A",4.75
"1092",2103,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Aktiv","Norm+ Gnf.","afslutte","Afsluttet",2013-09-01,2017-06-30,"bachelor",2013,9,"BSc2010",0,0,5,10,0,0,15,15,10,10,10,5,0,0,15,0,10,0,25,15,0,0,25,10,15,10,30,5,0,0,40,15,15,0,30,0,0,0,40,0,15,0,30,0,0,0,40,0,20,5,35,10,0,0,55,15,40,20,40,5,0,0,55,0,40,0,40,0,0,0,55,0,40,0,40,0,0,0,55,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,4,7,0,NA,4,7,2.66666666666667,NA,8,5.5,2.66666666666667,NA,8,6,3,NA,8,6,3,NA,8,6,3,NA,4,5.5,4.4,NA,3.5,5.5,4.75,NA,3.5,5.5,4.75,NA,3.5,5.5,4.75,"1.prio",25315,4.5,1,"Danmark","Kbh.","B",3.33333333333333,"A",2,"A",2
"1093",2049,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2013-09-01,2015-02-12,"bachelor",2013,5,"BSc2010",0,0,10,10,0,0,15,15,10,10,10,5,0,0,15,0,15,5,20,15,0,0,15,10,15,0,20,0,0,0,15,0,15,0,20,0,0,0,15,0,15,0,20,0,0,0,15,0,15,0,20,0,0,0,15,0,15,0,20,0,0,0,15,0,15,0,20,0,0,0,15,0,15,0,20,0,0,0,15,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,7,10,0,NA,7,10,4,NA,1,5,3.33333333333333,NA,1,5,3.33333333333333,NA,1,5,3.33333333333333,NA,1,5,3.33333333333333,NA,1,5,3.33333333333333,NA,1,5,3.33333333333333,NA,1,5,3.33333333333333,NA,1,5,3.33333333333333,"2. <af>vrige",25315,7.6,1,"Danmark","Kbh.","B",5.33333333333333,"A",10.6666666666667,"A",7.75
"1094",1916,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2013-09-01,2014-07-28,"bachelor",2013,4,"BSc2010",0,0,10,10,0,0,5,15,5,15,10,5,0,0,15,10,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,4,0,0,NA,4,1,-2,NA,4,1,-2,NA,4,1,-2,NA,4,1,-2,NA,4,1,-2,NA,4,1,-2,NA,4,1,-2,NA,4,1,-2,NA,4,1,-2,"1.prio",25315,4.2,1,"Danmark","Kbh.","A",3.5,"B",7.66666666666667,"A",4
"1095",1932,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2013-09-01,2014-12-25,"bachelor",2013,4,"BSc2010",0,0,10,10,0,0,15,15,10,15,15,5,0,0,15,0,10,5,15,5,0,0,15,0,10,0,15,0,0,0,15,0,10,0,15,0,0,0,15,0,10,0,15,0,0,0,15,0,10,0,15,0,0,0,15,0,10,0,15,0,0,0,15,0,10,0,15,0,0,0,15,0,10,0,15,0,0,0,15,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,4,7,0,NA,4,7,2,NA,-0.5,7,0.25,NA,-0.5,7,0.25,NA,-0.5,7,0.25,NA,-0.5,7,0.25,NA,-0.5,7,0.25,NA,-0.5,7,0.25,NA,-0.5,7,0.25,NA,-0.5,7,0.25,"1.prio",25315,9,1,"Danmark","Kbh.","B",6,"A",10.6666666666667,"A",7
"1096",509,2016,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","2.-4. semester Medialogi","DMG80142","TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2016-09-01,NA,"kandidat",2016,NA,"MSc2011",5,5,0,5,5,5,15,15,5,0,10,10,10,10,15,15,5,0,10,0,10,0,15,0,5,0,10,0,10,0,15,0,5,0,10,0,10,0,15,0,5,0,10,0,10,0,15,0,5,0,10,0,10,0,15,0,5,0,10,0,10,0,15,0,5,0,10,0,10,0,15,0,5,0,10,0,10,0,15,0,5.000000001,5,15,5,15.000000001,10,30,5,15.000000001,10,30,5,15.000000001,10,60,5,15.000000001,10,60,5,15.000000001,10,60,5,NA,0,7,2,NA,2,3.5,2,NA,2,3.5,2,NA,2,3.5,2,NA,2,3.5,2,NA,2,3.5,2,NA,2,3.5,2,NA,2,3.5,2,NA,2,3.5,2,NA,2,3.5,2,"1.prio",25315,6.3,1,"Danmark","Kbh.","B",3.66666666666667,"A",7,"A",7
"1098",2147,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2013-09-01,2016-07-01,"bachelor",2013,8,"BSc2010",0,0,10,10,0,0,15,15,15,15,15,5,0,0,15,0,20,5,25,10,0,0,25,10,35,15,30,5,0,0,40,15,35,0,35,5,0,0,55,15,45,10,45,10,0,0,75,20,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,4,7,0,NA,4,7,2.5,NA,8,7,2.8,NA,8,8.66666666666667,3.28571428571429,NA,8.66666666666667,9,3.28571428571429,NA,8.66666666666667,8.6,3.44444444444444,NA,8.66666666666667,8.6,3.44444444444444,NA,8.66666666666667,8.6,3.44444444444444,NA,8.66666666666667,8.6,3.44444444444444,NA,8.66666666666667,8.6,3.44444444444444,"1.prio",25315,6.3,1,"Danmark","Kbh.","B",3.66666666666667,"A",7,"A",7
"1100",2034,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2013-09-01,2015-08-18,"bachelor",2013,6,"BSc2010",0,0,10,10,0,0,15,15,10,15,15,5,0,0,15,0,20,10,25,10,0,0,25,10,35,15,30,5,0,0,40,15,35,0,30,0,0,0,40,0,35,0,30,0,0,0,40,0,35,0,30,0,0,0,40,0,35,0,30,0,0,0,40,0,35,0,30,0,0,0,40,0,35,0,30,0,0,0,40,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,7,10,0,NA,7,10,5.66666666666667,NA,5.5,6,6.2,NA,5.5,6.33333333333333,6.42857142857143,NA,5.5,6.33333333333333,6.42857142857143,NA,5.5,6.33333333333333,6.42857142857143,NA,5.5,6.33333333333333,6.42857142857143,NA,5.5,6.33333333333333,6.42857142857143,NA,5.5,6.33333333333333,6.42857142857143,NA,5.5,6.33333333333333,6.42857142857143,"1.prio",25315,11,1,"Danmark","Kbh.","B",10,"A",12,"A",10.25
"1101",2187,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2013-09-01,2016-08-22,"bachelor",2013,8,"BSc2010",0,0,5,10,0,0,15,15,15,15,15,10,0,0,15,0,15,0,25,10,0,0,15,0,30,20,30,5,0,0,40,25,35,5,35,5,0,0,55,15,45,10,45,10,0,0,75,20,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,7,0,NA,5,7,5.25,NA,7.33333333333333,7,5.25,NA,7.33333333333333,6,3.57142857142857,NA,7.25,7,3.375,NA,7.25,8,2.91666666666667,NA,7.25,8,2.91666666666667,NA,7.25,8,2.91666666666667,NA,7.25,8,2.91666666666667,NA,7.25,8,2.91666666666667,"1.prio",25315,5.4,1,"Litauen","Kbh.","B",2,"B",2,NA,NA
"1103",549,2016,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","2.-4. semester Medialogi","NJC80141","TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2016-09-01,2017-02-27,"kandidat",2016,3,"MSc2011",0,0,0,5,0,5,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.000000001,5,15,5,15.000000001,10,30,5,15.000000001,10,30,5,15.000000001,10,60,5,15.000000001,10,60,5,15.000000001,10,60,5,NA,-5,-5,0,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,"1.prio",25315,5.4,1,"Litauen","Kbh.","B",2,"B",2,NA,NA
"1105",569,2017,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","2.-4. semester Medialogi","DMR80142","TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2017-01-19,NA,"kandidat",2017,NA,"MSc2011",0,0,5,0,5,0,30,0,0,0,5,0,5,0,30,0,0,0,5,0,5,0,30,0,0,0,5,0,5,0,30,0,0,0,5,0,5,0,30,0,0,0,5,0,5,0,30,0,0,0,5,0,5,0,30,0,0,0,5,0,5,0,30,0,0,0,5,0,5,0,30,0,0,0,5,0,5,0,30,0,5.000000001,5,15,5,15.000000001,10,30,5,15.000000001,10,30,5,15.000000001,10,60,5,15.000000001,10,60,5,15.000000001,10,60,5,NA,-0.5,9.5,NA,NA,-0.5,9.5,NA,NA,-0.5,9.5,NA,NA,-0.5,9.5,NA,NA,-0.5,9.5,NA,NA,-0.5,9.5,NA,NA,-0.5,9.5,NA,NA,-0.5,9.5,NA,NA,-0.5,9.5,NA,NA,-0.5,9.5,NA,"1.prio",25315,4.6,1,"Danmark","Kbh.","B",8.5,"B",7,"A",3.5
"1107",2095,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Aktiv","Norm+ Gnf.","afslutte","Afsluttet",2013-09-01,2017-01-10,"bachelor",2013,9,"BSc2010",0,0,10,10,0,0,15,15,15,15,15,5,0,0,15,0,15,0,20,10,0,0,25,10,35,20,30,10,0,0,40,15,35,0,30,0,0,0,55,15,45,10,40,15,0,0,75,20,45,0,45,5,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,7,12,0,NA,7,12,4,NA,9.5,8,4,NA,9.5,9.33333333333333,2.57142857142857,NA,9.5,10,2.57142857142857,NA,5.5,10.4,2.4,NA,5.5,10.4,2.4,NA,5.5,10.4,2.4,NA,5.5,10.4,2.4,NA,5.5,10.4,2.4,"1.prio",25315,4.6,1,"Danmark","Kbh.","B",8.5,"B",7,"A",3.5
"1109",1967,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2013-09-01,2015-10-16,"bachelor",2013,6,"BSc2010",0,0,5,10,0,0,15,15,5,15,10,10,0,0,15,0,5,0,10,0,0,0,15,0,5,5,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,2,0,NA,2,2,-2,NA,2,2,-2,NA,2,2,-2.75,NA,2,2,-2.75,NA,2,2,-2.75,NA,2,2,-2.75,NA,2,2,-2.75,NA,2,2,-2.75,NA,2,2,-2.75,"1.prio",25315,10,1,"Danmark","Kbh.","B",2,"B",12,"A",5.5
"1110",1892,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2013-09-01,2014-03-24,"bachelor",2013,3,"BSc2010",0,0,10,10,0,0,15,15,5,5,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,7,7,0,NA,7,7,2,NA,7,7,2,NA,7,7,2,NA,7,7,2,NA,7,7,2,NA,7,7,2,NA,7,7,2,NA,7,7,2,NA,7,7,2,"1.prio",25315,9.1,1,"Danmark","Kbh.","B",8,"A",9,"A",7
"1111",2007,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2013-09-01,2015-01-22,"bachelor",2013,5,"BSc2010",0,0,5,10,0,0,15,15,15,15,15,10,0,0,15,0,15,0,15,0,0,0,15,0,15,0,15,0,0,0,15,0,15,0,15,0,0,0,15,0,15,0,15,0,0,0,15,0,15,0,15,0,0,0,15,0,15,0,15,0,0,0,15,0,15,0,15,0,0,0,15,0,15,0,15,0,0,0,15,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,7,0,NA,3.5,7,3.25,NA,3.5,7,3.25,NA,3.5,7,3.25,NA,3.5,7,3.25,NA,3.5,7,3.25,NA,3.5,7,3.25,NA,3.5,7,3.25,NA,3.5,7,3.25,NA,3.5,7,3.25,"2. <af>vrige",25315,7.3,1,"Danmark","Kbh.","B",6,"A",5,"A",6.25
"1112",2057,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2013-09-01,2016-03-07,"bachelor",2013,7,"BSc2010",0,0,10,10,0,0,15,15,10,15,15,5,0,0,15,0,15,5,25,10,0,0,25,10,20,10,25,0,0,0,25,0,20,0,25,0,0,0,25,15,20,5,25,10,0,0,25,0,20,0,25,0,0,0,25,0,20,0,25,0,0,0,25,0,20,0,25,0,0,0,25,0,20,0,25,0,0,0,25,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,7,7,0,NA,7,7,0.25,NA,9.5,8.5,0.6,NA,9.5,8.5,-0.333333333333333,NA,9.5,4,-0.333333333333333,NA,2.25,4,-1,NA,2.25,4,-1,NA,2.25,4,-1,NA,2.25,4,-1,NA,2.25,4,-1,"1.prio",25315,4.8,1,"Tyrkiet","Kbh.","A",0,"A",4,"A",2.5
"1113",2210,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","Bacheloruddannelse - BSc Medialogi","Medieteknologi","TEK-NAT","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2013-09-01,2015-07-30,"bachelor",2013,6,"BSc2010",0,0,0,10,0,0,15,15,5,15,10,15,0,0,15,0,5,5,10,10,0,0,15,0,5,5,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,4,0,NA,3.5,4,0.5,NA,0.666666666666667,4,0.4,NA,0.666666666666667,4,0.333333333333333,NA,0.666666666666667,4,0.333333333333333,NA,0.666666666666667,4,0.333333333333333,NA,0.666666666666667,4,0.333333333333333,NA,0.666666666666667,4,0.333333333333333,NA,0.666666666666667,4,0.333333333333333,NA,0.666666666666667,4,0.333333333333333,"1.prio",25315,4.5,1,"Danmark","Kbh.","B",5,"A",2,"A",4.33333333333333
"1114",2024,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2013-09-01,2015-06-22,"bachelor",2013,5,"BSc2010",0,0,10,10,0,0,15,15,10,15,15,5,0,0,15,0,20,10,25,10,0,0,25,10,25,10,25,5,0,0,25,0,25,0,25,0,0,0,25,0,25,0,25,0,0,0,25,0,25,0,25,0,0,0,25,0,25,0,25,0,0,0,25,0,25,0,25,0,0,0,25,0,25,0,25,0,0,0,25,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,4,7,0,NA,4,7,2,NA,4,4.5,2,NA,4,4.5,0.833333333333333,NA,4,4.5,0.833333333333333,NA,4,4.5,0.833333333333333,NA,4,4.5,0.833333333333333,NA,4,4.5,0.833333333333333,NA,4,4.5,0.833333333333333,NA,4,4.5,0.833333333333333,"1.prio",25315,5.5,1,"Danmark","Kbh.","B",7,"A",4,"A",4.75
